,index,easting,northing,route,geometry,closest_dense_hub,distance_to_closest_dense_hub,closest_elargie_hub,distance_to_closest_large_hub,TMJA_PL,percentage_traffic,Quantity_sold_per_day(in kg),Revenues_day,Quantity_sold_per_year(in kg),not_prof,small_station,medium_station,large_station,station_type
965,965,847950.8864661278,6455105.434997758,A0007,POINT (847950.8864661278 6455105.434997758),1.0,"0    11786.038671
dtype: float64",5.0,"0    6527.952283
dtype: float64",321874.2,0.025982540683767145,5967.024860478938,23868.09944191575,2177964.0740748122,0,0,0,1,large
2044,2044,633185.3389954441,6882516.464165858,A0015,POINT (633185.3389954441 6882516.464165858),1.0,"0    1266.165141
dtype: float64",5.0,"0    0.0
dtype: float64",118449.4,0.00956155030278229,4245.328334435337,16981.313337741347,1549544.8420688978,0,0,0,1,large
1503,1503,528157.7462863321,6703326.678970419,A0010,POINT (528157.7462863321 6703326.678970419),1.0,"0    2961.596483
dtype: float64",5.0,"0    0.0
dtype: float64",381900.72,0.03082804087609372,4368.398983718812,17473.595934875248,1594465.6290573664,0,0,0,1,large
1375,1375,687880.2624841613,6167633.298745889,A0009,POINT (687880.2624841613 6167633.298745889),1.0,"0    7850.820318
dtype: float64",5.0,"0    7850.820318
dtype: float64",290811.36,0.023475065701139306,7817.19687847939,31268.78751391756,2853276.860644977,0,0,0,1,large
1990,1990,643298.0039697275,6866452.403569332,A0014,POINT (643298.0039697275 6866452.403569332),1.0,"0    1874.402177
dtype: float64",5.0,"0    0.0
dtype: float64",6620.95,0.0005344606766873147,1186.5027022458387,4746.010808983355,433073.4863197311,0,0,0,1,large
395,395,825463.6847522024,6886106.303406196,A0004,POINT (825463.6847522024 6886106.303406196),1.0,"0    27997.386177
dtype: float64",5.0,"0    26447.378477
dtype: float64",489209.44,0.03949028588710416,6262.03104781223,25048.12419124892,2285641.332451464,0,0,0,1,large
1843,1843,357741.3769037043,6695948.233904873,A0011,POINT (357741.3769037043 6695948.233904873),1.0,"0    1739.360011
dtype: float64",5.0,"0    0.0
dtype: float64",123877.44,0.009999716114559425,3917.535842527398,15670.143370109592,1429900.5825225003,0,0,0,1,large
17,17,648575.7134745924,6865817.073042674,75000C01,POINT (648575.7134745924 6865817.073042674),1.0,"0    844.961205
dtype: float64",5.0,"0    0.0
dtype: float64",0.0,0.0,0.0,0.0,0.0,1,0,0,0,not profitable
2439,2439,582435.7088568957,6441784.058139674,A0020,POINT (582435.7088568957 6441784.058139674),1.0,"0    9529.467587
dtype: float64",5.0,"0    9529.467587
dtype: float64",265363.5,0.021420846823811422,6202.732167242785,24810.92866897114,2263997.2410436166,0,0,0,1,large
1890,1890,618017.5655478317,6875106.972732157,A0013,POINT (618017.5655478317 6875106.972732157),1.0,"0    2005.237184
dtype: float64",5.0,"0    426.432008
dtype: float64",199619.88,0.016113847128439357,6707.388867212882,26829.55546885153,2448196.936532702,0,0,0,1,large
1082,1082,884461.1543354183,6260083.66435558,A0007,POINT (884461.1543354183 6260083.66435558),1.0,"0    1028.767603
dtype: float64",5.0,"0    0.0
dtype: float64",321874.2,0.025982540683767145,5967.024860478938,23868.09944191575,2177964.0740748122,0,0,0,1,large
2212,2212,653737.4751243653,7101963.209387738,A0016,POINT (653737.4751243653 7101963.209387738),1.0,"0    0.0
dtype: float64",5.0,"0    0.0
dtype: float64",42708.41,0.0034475363367551908,1435.0370001743481,5740.1480006973925,523788.50506363704,0,0,0,1,large
1392,1392,640733.527000003,6841509.722,A0010,POINT (640733.527000003 6841509.722),1.0,"0    0.0
dtype: float64",5.0,"0    0.0
dtype: float64",381900.72,0.03082804087609372,4368.398983718812,17473.595934875248,1594465.6290573664,0,0,0,1,large
431,431,895055.3090625413,6895757.223352727,A0004,POINT (895055.3090625413 6895757.223352727),1.0,"0    21881.396273
dtype: float64",5.0,"0    21881.396273
dtype: float64",489209.44,0.03949028588710416,6262.03104781223,25048.12419124892,2285641.332451464,0,0,0,1,large
2056,2056,643793.2578892672,6896782.7230306715,A0016,POINT (643793.2578892672 6896782.7230306715),1.0,"0    7530.523853
dtype: float64",5.0,"0    1856.278779
dtype: float64",42708.41,0.0034475363367551908,1435.0370001743481,5740.1480006973925,523788.50506363704,0,0,0,1,large
162,162,690643.3864711503,7019124.534796845,A0001,POINT (690643.3864711503 7019124.534796845),1.0,"0    211.574279
dtype: float64",5.0,"0    211.574279
dtype: float64",333120.37,0.02689036140863904,5267.347264162824,21069.389056651296,1922581.7514194308,0,0,0,1,large
1217,1217,1032859.4946238671,6290324.1838594,A0008,POINT (1032859.4946238671 6290324.1838594),1.0,"0    16130.413957
dtype: float64",5.0,"0    902.816102
dtype: float64",159447.95,0.01287106219702688,6122.948159442787,24491.79263777115,2234876.0781966173,0,0,0,1,large
3076,3076,551897.9826633213,6952568.3744587805,A0029,POINT (551897.9826633213 6952568.3744587805),1.0,"0    18208.076529
dtype: float64",5.0,"0    15023.775536
dtype: float64",69686.13,0.005625249578311297,5352.023170221891,21408.092680887563,1953488.4571309902,0,0,0,1,large
127,127,683561.2073209739,6953773.837580778,A0001,POINT (683561.2073209739 6953773.837580778),1.0,"0    131.816127
dtype: float64",5.0,"0    131.816127
dtype: float64",333120.37,0.02689036140863904,5267.347264162824,21069.389056651296,1922581.7514194308,0,0,0,1,large
1089,1089,886287.6576067692,6258873.737923687,A0007,POINT (886287.6576067692 6258873.737923687),1.0,"0    3175.055862
dtype: float64",5.0,"0    0.0
dtype: float64",321874.2,0.025982540683767145,5967.024860478938,23868.09944191575,2177964.0740748122,0,0,0,1,large
1501,1501,530124.1069855317,6707960.394073553,A0010,POINT (530124.1069855317 6707960.394073553),1.0,"0    688.320836
dtype: float64",5.0,"0    0.0
dtype: float64",381900.72,0.03082804087609372,4368.398983718812,17473.595934875248,1594465.6290573664,0,0,0,1,large
2225,2225,719289.7734408865,6793381.913246273,A0019,POINT (719289.7734408865 6793381.913246273),1.0,"0    26280.133489
dtype: float64",5.0,"0    2799.513568
dtype: float64",26815.98,0.002164657158992818,3604.154169723042,14416.616678892167,1315516.2719489103,0,0,0,1,large
1091,1091,887805.6124807174,6258924.959440932,A0007,POINT (887805.6124807174 6258924.959440932),1.0,"0    4563.772912
dtype: float64",5.0,"0    0.0
dtype: float64",321874.2,0.025982540683767145,5967.024860478938,23868.09944191575,2177964.0740748122,0,0,0,1,large
1889,1889,620060.468000002,6875041.606,A0013,POINT (620060.468000002 6875041.606),1.0,"0    1138.931691
dtype: float64",5.0,"0    1137.631556
dtype: float64",199619.88,0.016113847128439357,6707.388867212882,26829.55546885153,2448196.936532702,0,0,0,1,large
732,732,696143.5953155287,6781238.947820154,A0006,POINT (696143.5953155287 6781238.947820154),1.0,"0    20777.222905
dtype: float64",5.0,"0    14814.90281
dtype: float64",356928.98,0.028812255670275868,11993.10142275233,47972.40569100932,4377482.019304601,0,0,0,1,large
1474,1474,575765.0184529044,6726189.090279246,A0010,POINT (575765.0184529044 6726189.090279246),1.0,"0    969.836535
dtype: float64",5.0,"0    0.0
dtype: float64",381900.72,0.03082804087609372,4368.398983718812,17473.595934875248,1594465.6290573664,0,0,0,1,large
2041,2041,634687.0512516289,6881854.599873625,A0015,POINT (634687.0512516289 6881854.599873625),1.0,"0    247.097361
dtype: float64",5.0,"0    0.0
dtype: float64",118449.4,0.00956155030278229,4245.328334435337,16981.313337741347,1549544.8420688978,0,0,0,1,large
2785,2785,748723.2551940482,6944202.25749497,A0026,POINT (748723.2551940482 6944202.25749497),1.0,"0    1996.360387
dtype: float64",5.0,"0    602.061272
dtype: float64",156332.18,0.012619548963638615,5252.887256114574,21011.549024458294,1917303.8484818193,0,0,0,1,large
1117,1117,843590.3385403227,6490872.701259093,A0007N,POINT (843590.3385403227 6490872.701259093),1.0,"0    5420.591331
dtype: float64",5.0,"0    3822.400965
dtype: float64",88524.21,0.007145909451031944,3660.904380297904,14643.617521191616,1336230.098808735,0,0,0,1,large
1713,1713,561167.2152231772,6796667.417587122,A0011,POINT (561167.2152231772 6796667.417587122),1.0,"0    24745.903601
dtype: float64",5.0,"0    24745.903601
dtype: float64",123877.44,0.009999716114559425,3917.535842527398,15670.143370109592,1429900.5825225003,0,0,0,1,large
1859,1859,645219.4506637927,6861209.653190985,A0013,POINT (645219.4506637927 6861209.653190985),1.0,"0    5308.365342
dtype: float64",5.0,"0    0.0
dtype: float64",199619.88,0.016113847128439357,6707.388867212882,26829.55546885153,2448196.936532702,0,0,0,1,large
1661,1661,426026.24720454233,6453373.251254677,A0010,POINT (426026.24720454233 6453373.251254677),1.0,"0    21849.7254
dtype: float64",5.0,"0    13380.951349
dtype: float64",381900.72,0.03082804087609372,4368.398983718812,17473.595934875248,1594465.6290573664,0,0,0,1,large
1898,1898,601610.3135689867,6877374.929012362,A0013,POINT (601610.3135689867 6877374.929012362),1.0,"0    6802.00066
dtype: float64",5.0,"0    162.773208
dtype: float64",199619.88,0.016113847128439357,6707.388867212882,26829.55546885153,2448196.936532702,0,0,0,1,large
755,755,726464.8195898996,6755631.666122713,A0006,POINT (726464.8195898996 6755631.666122713),1.0,"0    13633.655046
dtype: float64",5.0,"0    10553.851154
dtype: float64",356928.98,0.028812255670275868,11993.10142275233,47972.40569100932,4377482.019304601,0,0,0,1,large
2424,2424,584084.6697031956,6461876.957312287,A0020,POINT (584084.6697031956 6461876.957312287),1.0,"0    6014.825423
dtype: float64",5.0,"0    6014.825423
dtype: float64",265363.5,0.021420846823811422,6202.732167242785,24810.92866897114,2263997.2410436166,0,0,0,1,large
2018,2018,645634.1370337299,6874287.95950809,A0015,POINT (645634.1370337299 6874287.95950809),1.0,"0    825.146862
dtype: float64",5.0,"0    0.0
dtype: float64",118449.4,0.00956155030278229,4245.328334435337,16981.313337741347,1549544.8420688978,0,0,0,1,large
552,552,684887.8517707426,6826591.328191748,A0005,POINT (684887.8517707426 6826591.328191748),1.0,"0    7647.154903
dtype: float64",5.0,"0    7647.154903
dtype: float64",52949.71,0.0042742412851625635,2372.2039132652226,9488.81565306089,865854.4283418063,0,0,0,1,large
209,209,703387.5711853307,6999243.841993241,A0002,POINT (703387.5711853307 6999243.841993241),1.0,"0    16070.971309
dtype: float64",5.0,"0    14927.813588
dtype: float64",41867.89,0.003379687328989051,7502.905870355693,30011.623481422772,2738560.6426798278,0,0,0,1,large
2660,2660,666921.523873582,7085988.539057856,A0025,POINT (666921.523873582 7085988.539057856),1.0,"0    19490.557159
dtype: float64",5.0,"0    3427.594791
dtype: float64",0.0,0.0,0.0,0.0,0.0,1,0,0,0,not profitable
623,623,794479.1268974866,6788893.993632485,A0005,POINT (794479.1268974866 6788893.993632485),1.0,"0    10748.83926
dtype: float64",5.0,"0    10748.83926
dtype: float64",52949.71,0.0042742412851625635,2372.2039132652226,9488.81565306089,865854.4283418063,0,0,0,1,large
3082,3082,563341.4568005397,6949898.606776701,A0029,POINT (563341.4568005397 6949898.606776701),1.0,"0    15290.080246
dtype: float64",5.0,"0    10804.003639
dtype: float64",69686.13,0.005625249578311297,5352.023170221891,21408.092680887563,1953488.4571309902,0,0,0,1,large
2848,2848,784805.827,6813178.367,A0026,POINT (784805.827 6813178.367),1.0,"0    11795.423283
dtype: float64",5.0,"0    10075.688432
dtype: float64",156332.18,0.012619548963638615,5252.887256114574,21011.549024458294,1917303.8484818193,0,0,0,1,large
1851,1851,632247.2875198044,6858942.908645648,A0012,POINT (632247.2875198044 6858942.908645648),1.0,"0    7875.01745
dtype: float64",5.0,"0    6675.7765
dtype: float64",49711.95,0.004012880694831702,6681.446356894783,26725.785427579132,2438727.9202665957,0,0,0,1,large
450,450,926209.2814160872,6904549.317818312,A0004,POINT (926209.2814160872 6904549.317818312),1.0,"0    4308.952955
dtype: float64",5.0,"0    2191.630188
dtype: float64",489209.44,0.03949028588710416,6262.03104781223,25048.12419124892,2285641.332451464,0,0,0,1,large
2073,2073,636395.8349431148,6922603.072385728,A0016,POINT (636395.8349431148 6922603.072385728),1.0,"0    981.791341
dtype: float64",5.0,"0    981.791341
dtype: float64",42708.41,0.0034475363367551908,1435.0370001743481,5740.1480006973925,523788.50506363704,0,0,0,1,large
340,340,738448.9517231111,6891709.5103195,A0004,POINT (738448.9517231111 6891709.5103195),1.0,"0    11274.096116
dtype: float64",5.0,"0    11241.40729
dtype: float64",489209.44,0.03949028588710416,6262.03104781223,25048.12419124892,2285641.332451464,0,0,0,1,large
345,345,748579.2867728351,6894574.792127407,A0004,POINT (748579.2867728351 6894574.792127407),1.0,"0    21692.360941
dtype: float64",5.0,"0    21368.395617
dtype: float64",489209.44,0.03949028588710416,6262.03104781223,25048.12419124892,2285641.332451464,0,0,0,1,large
137,137,687952.3902476123,6972647.102839569,A0001,POINT (687952.3902476123 6972647.102839569),1.0,"0    5674.427296
dtype: float64",5.0,"0    5521.759087
dtype: float64",333120.37,0.02689036140863904,5267.347264162824,21069.389056651296,1922581.7514194308,0,0,0,1,large
1320,1320,733720.8014496207,6253169.834724544,A0009,POINT (733720.8014496207 6253169.834724544),1.0,"0    23018.89394
dtype: float64",5.0,"0    11116.248799
dtype: float64",290811.36,0.023475065701139306,7817.19687847939,31268.78751391756,2853276.860644977,0,0,0,1,large
1594,1594,433046.66278133664,6573555.916527963,A0010,POINT (433046.66278133664 6573555.916527963),1.0,"0    9904.443008
dtype: float64",5.0,"0    6586.34324
dtype: float64",381900.72,0.03082804087609372,4368.398983718812,17473.595934875248,1594465.6290573664,0,0,0,1,large
1240,1240,1057885.1137816834,6305793.116928529,A0008,POINT (1057885.1137816834 6305793.116928529),1.0,"0    18906.59314
dtype: float64",5.0,"0    9810.476928
dtype: float64",159447.95,0.01287106219702688,6122.948159442787,24491.79263777115,2234876.0781966173,0,0,0,1,large
462,462,937326.8208703655,6897163.616041425,A0004,POINT (937326.8208703655 6897163.616041425),1.0,"0    4850.935234
dtype: float64",5.0,"0    0.0
dtype: float64",489209.44,0.03949028588710416,6262.03104781223,25048.12419124892,2285641.332451464,0,0,0,1,large
451,451,928029.3388838444,6905343.845105607,A0004,POINT (928029.3388838444 6905343.845105607),1.0,"0    3629.772897
dtype: float64",5.0,"0    577.216874
dtype: float64",489209.44,0.03949028588710416,6262.03104781223,25048.12419124892,2285641.332451464,0,0,0,1,large
1909,1909,584745.8319644552,6885977.020605594,A0013,POINT (584745.8319644552 6885977.020605594),1.0,"0    12350.558929
dtype: float64",5.0,"0    4818.578703
dtype: float64",199619.88,0.016113847128439357,6707.388867212882,26829.55546885153,2448196.936532702,0,0,0,1,large
1445,1445,614158.4614772283,6767715.222693562,A0010,POINT (614158.4614772283 6767715.222693562),1.0,"0    2995.65653
dtype: float64",5.0,"0    2995.65653
dtype: float64",381900.72,0.03082804087609372,4368.398983718812,17473.595934875248,1594465.6290573664,0,0,0,1,large
1705,1705,575006.6337821403,6802604.386384474,A0011,POINT (575006.6337821403 6802604.386384474),1.0,"0    16152.121776
dtype: float64",5.0,"0    11190.325991
dtype: float64",123877.44,0.009999716114559425,3917.535842527398,15670.143370109592,1429900.5825225003,0,0,0,1,large
500,500,1001385.9995498765,6878103.358729568,A0004,POINT (1001385.9995498765 6878103.358729568),1.0,"0    28399.112115
dtype: float64",5.0,"0    13877.69987
dtype: float64",489209.44,0.03949028588710416,6262.03104781223,25048.12419124892,2285641.332451464,0,0,0,1,large
2709,2709,679934.1063911545,7036363.454263188,A0026,POINT (679934.1063911545 7036363.454263188),1.0,"0    1598.448528
dtype: float64",5.0,"0    1418.935247
dtype: float64",156332.18,0.012619548963638615,5252.887256114574,21011.549024458294,1917303.8484818193,0,0,0,1,large
2010,2010,647304.854000002,6872434.219,A0015,POINT (647304.854000002 6872434.219),1.0,"0    0.0
dtype: float64",5.0,"0    0.0
dtype: float64",118449.4,0.00956155030278229,4245.328334435337,16981.313337741347,1549544.8420688978,0,0,0,1,large
2215,2215,658020.8504458541,7102678.933514432,A0016,POINT (658020.8504458541 7102678.933514432),1.0,"0    2408.219509
dtype: float64",5.0,"0    1622.653026
dtype: float64",42708.41,0.0034475363367551908,1435.0370001743481,5740.1480006973925,523788.50506363704,0,0,0,1,large
1161,1161,942469.3567678339,6262641.924232803,A0008,POINT (942469.3567678339 6262641.924232803),1.0,"0    43017.730882
dtype: float64",5.0,"0    24735.607589
dtype: float64",159447.95,0.01287106219702688,6122.948159442787,24491.79263777115,2234876.0781966173,0,0,0,1,large
1763,1763,471965.26803596265,6763532.498721685,A0011,POINT (471965.26803596265 6763532.498721685),1.0,"0    14791.034396
dtype: float64",5.0,"0    11632.848411
dtype: float64",123877.44,0.009999716114559425,3917.535842527398,15670.143370109592,1429900.5825225003,0,0,0,1,large
2326,2326,595957.625545601,6630742.5293324245,A0020,POINT (595957.625545601 6630742.5293324245),1.0,"0    6809.526747
dtype: float64",5.0,"0    3930.4751
dtype: float64",265363.5,0.021420846823811422,6202.732167242785,24810.92866897114,2263997.2410436166,0,0,0,1,large
2032,2032,638001.098217033,6879398.613767712,A0015,POINT (638001.098217033 6879398.613767712),1.0,"0    1100.626099
dtype: float64",5.0,"0    0.0
dtype: float64",118449.4,0.00956155030278229,4245.328334435337,16981.313337741347,1549544.8420688978,0,0,0,1,large
371,371,787358.1518175912,6895837.462094858,A0004,POINT (787358.1518175912 6895837.462094858),1.0,"0    8829.297317
dtype: float64",5.0,"0    8829.297317
dtype: float64",489209.44,0.03949028588710416,6262.03104781223,25048.12419124892,2285641.332451464,0,0,0,1,large
947,947,843170.649999999,6487932.34,A0007,POINT (843170.649999999 6487932.34),1.0,"0    8262.723576
dtype: float64",5.0,"0    1041.999734
dtype: float64",321874.2,0.025982540683767145,5967.024860478938,23868.09944191575,2177964.0740748122,0,0,0,1,large
1262,1262,824112.6618150852,6312809.777305985,A0009,POINT (824112.6618150852 6312809.777305985),1.0,"0    19529.876942
dtype: float64",5.0,"0    11889.462772
dtype: float64",290811.36,0.023475065701139306,7817.19687847939,31268.78751391756,2853276.860644977,0,0,0,1,large
1331,1331,713769.5112257615,6240207.602677525,A0009,POINT (713769.5112257615 6240207.602677525),1.0,"0    15972.989308
dtype: float64",5.0,"0    6830.503688
dtype: float64",290811.36,0.023475065701139306,7817.19687847939,31268.78751391756,2853276.860644977,0,0,0,1,large
2434,2434,580937.3914688332,6451029.936567067,A0020,POINT (580937.3914688332 6451029.936567067),1.0,"0    401.922836
dtype: float64",5.0,"0    401.922836
dtype: float64",265363.5,0.021420846823811422,6202.732167242785,24810.92866897114,2263997.2410436166,0,0,0,1,large
940,940,843827.4284441301,6509930.819567507,A0007,POINT (843827.4284441301 6509930.819567507),1.0,"0    15.007207
dtype: float64",5.0,"0    0.0
dtype: float64",321874.2,0.025982540683767145,5967.024860478938,23868.09944191575,2177964.0740748122,0,0,0,1,large
1657,1657,425727.1019508214,6461065.554453981,A0010,POINT (425727.1019508214 6461065.554453981),1.0,"0    29366.958952
dtype: float64",5.0,"0    20143.637053
dtype: float64",381900.72,0.03082804087609372,4368.398983718812,17473.595934875248,1594465.6290573664,0,0,0,1,large
1541,1541,509273.2877688738,6634197.46348501,A0010,POINT (509273.2877688738 6634197.46348501),1.0,"0    20232.109323
dtype: float64",5.0,"0    6266.009189
dtype: float64",381900.72,0.03082804087609372,4368.398983718812,17473.595934875248,1594465.6290573664,0,0,0,1,large
166,166,694414.5107967859,7026218.916386834,A0001,POINT (694414.5107967859 7026218.916386834),1.0,"0    5794.558155
dtype: float64",5.0,"0    314.339891
dtype: float64",333120.37,0.02689036140863904,5267.347264162824,21069.389056651296,1922581.7514194308,0,0,0,1,large
140,140,688846.5198026603,6977547.251989727,A0001,POINT (688846.5198026603 6977547.251989727),1.0,"0    10593.48225
dtype: float64",5.0,"0    5726.267767
dtype: float64",333120.37,0.02689036140863904,5267.347264162824,21069.389056651296,1922581.7514194308,0,0,0,1,large
1656,1656,424996.6735561053,6462889.662801675,A0010,POINT (424996.6735561053 6462889.662801675),1.0,"0    30852.474863
dtype: float64",5.0,"0    21636.104096
dtype: float64",381900.72,0.03082804087609372,4368.398983718812,17473.595934875248,1594465.6290573664,0,0,0,1,large
1919,1919,570971.534989255,6900979.171907156,A0013,POINT (570971.534989255 6900979.171907156),1.0,"0    4519.954976
dtype: float64",5.0,"0    0.0
dtype: float64",199619.88,0.016113847128439357,6707.388867212882,26829.55546885153,2448196.936532702,0,0,0,1,large
548,548,677655.2776558294,6831949.643543319,A0005,POINT (677655.2776558294 6831949.643543319),1.0,"0    4881.125567
dtype: float64",5.0,"0    0.0
dtype: float64",52949.71,0.0042742412851625635,2372.2039132652226,9488.81565306089,865854.4283418063,0,0,0,1,large
1838,1838,361851.6044575068,6697474.099052424,A0011,POINT (361851.6044575068 6697474.099052424),1.0,"0    0.0
dtype: float64",5.0,"0    0.0
dtype: float64",123877.44,0.009999716114559425,3917.535842527398,15670.143370109592,1429900.5825225003,0,0,0,1,large
1511,1511,525652.5639241856,6691711.036394534,A0010,POINT (525652.5639241856 6691711.036394534),1.0,"0    2909.194386
dtype: float64",5.0,"0    0.0
dtype: float64",381900.72,0.03082804087609372,4368.398983718812,17473.595934875248,1594465.6290573664,0,0,0,1,large
2175,2175,613021.4384856777,7089839.861327231,A0016,POINT (613021.4384856777 7089839.861327231),1.0,"0    22291.501557
dtype: float64",5.0,"0    4839.549014
dtype: float64",42708.41,0.0034475363367551908,1435.0370001743481,5740.1480006973925,523788.50506363704,0,0,0,1,large
3071,3071,542382.2111706034,6953115.028232853,A0029,POINT (542382.2111706034 6953115.028232853),1.0,"0    23692.521352
dtype: float64",5.0,"0    19369.13488
dtype: float64",69686.13,0.005625249578311297,5352.023170221891,21408.092680887563,1953488.4571309902,0,0,0,1,large
304,304,680639.65240694,6858792.615240031,A0004,POINT (680639.65240694 6858792.615240031),1.0,"0    0.0
dtype: float64",5.0,"0    0.0
dtype: float64",489209.44,0.03949028588710416,6262.03104781223,25048.12419124892,2285641.332451464,0,0,0,1,large
624,624,795923.833876012,6787502.475648519,A0005,POINT (795923.833876012 6787502.475648519),1.0,"0    12577.002419
dtype: float64",5.0,"0    12577.002419
dtype: float64",52949.71,0.0042742412851625635,2372.2039132652226,9488.81565306089,865854.4283418063,0,0,0,1,large
1866,1866,644347.862999998,6861200.573,A0013,POINT (644347.862999998 6861200.573),1.0,"0    5718.847198
dtype: float64",5.0,"0    0.0
dtype: float64",199619.88,0.016113847128439357,6707.388867212882,26829.55546885153,2448196.936532702,0,0,0,1,large
1417,1417,619465.3511426441,6817260.209328491,A0010,POINT (619465.3511426441 6817260.209328491),1.0,"0    22754.215819
dtype: float64",5.0,"0    0.0
dtype: float64",381900.72,0.03082804087609372,4368.398983718812,17473.595934875248,1594465.6290573664,0,0,0,1,large
1855,1855,630050.6303511956,6856236.6677247835,A0012,POINT (630050.6303511956 6856236.6677247835),1.0,"0    4970.611547
dtype: float64",5.0,"0    3355.439362
dtype: float64",49711.95,0.004012880694831702,6681.446356894783,26725.785427579132,2438727.9202665957,0,0,0,1,large
1799,1799,432579.38098459464,6716786.85083791,A0011,POINT (432579.38098459464 6716786.85083791),1.0,"0    1363.670562
dtype: float64",5.0,"0    0.0
dtype: float64",123877.44,0.009999716114559425,3917.535842527398,15670.143370109592,1429900.5825225003,0,0,0,1,large
1622,1622,414634.9691810139,6523835.932286568,A0010,POINT (414634.9691810139 6523835.932286568),1.0,"0    27570.634612
dtype: float64",5.0,"0    4182.037813
dtype: float64",381900.72,0.03082804087609372,4368.398983718812,17473.595934875248,1594465.6290573664,0,0,0,1,large
1296,1296,773284.553217228,6277055.093421456,A0009,POINT (773284.553217228 6277055.093421456),1.0,"0    5656.726247
dtype: float64",5.0,"0    0.0
dtype: float64",290811.36,0.023475065701139306,7817.19687847939,31268.78751391756,2853276.860644977,0,0,0,1,large
860,860,840810.9101415084,6623514.130306414,A0006,POINT (840810.9101415084 6623514.130306414),1.0,"0    4216.482775
dtype: float64",5.0,"0    2905.521633
dtype: float64",356928.98,0.028812255670275868,11993.10142275233,47972.40569100932,4377482.019304601,0,0,0,1,large
154,154,690839.9594713938,7004168.658533177,A0001,POINT (690839.9594713938 7004168.658533177),1.0,"0    14289.869539
dtype: float64",5.0,"0    13431.240137
dtype: float64",333120.37,0.02689036140863904,5267.347264162824,21069.389056651296,1922581.7514194308,0,0,0,1,large
1824,1824,385037.4090412779,6708852.315760097,A0011,POINT (385037.4090412779 6708852.315760097),1.0,"0    1140.811205
dtype: float64",5.0,"0    1140.811205
dtype: float64",123877.44,0.009999716114559425,3917.535842527398,15670.143370109592,1429900.5825225003,0,0,0,1,large
2988,2988,499402.48452592205,6852884.014457965,A0028,POINT (499402.48452592205 6852884.014457965),1.0,"0    20604.30425
dtype: float64",5.0,"0    20604.30425
dtype: float64",73035.72,0.005895637383388373,3569.540452124233,14278.161808496932,1302882.2650253451,0,0,0,1,large
459,459,936914.8005547064,6902228.1607501665,A0004,POINT (936914.8005547064 6902228.1607501665),1.0,"0    5342.529483
dtype: float64",5.0,"0    0.0
dtype: float64",489209.44,0.03949028588710416,6262.03104781223,25048.12419124892,2285641.332451464,0,0,0,1,large
